0	30	0
30	30	1
60	240	0
300	30	1
330	160	0
490	30	1
520	150	0
670	30	1
700	130	0
830	30	1
860	150	0
1010	30	1
1040	220	0
1260	30	1
1290	150	0
1440	30	1
1470	10	0
1480	30	1
1510	150	0
1660	30	1
1690	160	0
