0	120	0
120	30	1
150	90	0
240	30	1
270	190	0
460	30	1
490	150	0
640	30	1
670	130	0
800	30	1
830	150	0
980	30	1
1010	130	0
1140	30	1
1170	150	0
1320	30	1
1350	250	0
1600	30	1
1630	150	0
1780	30	1
1810	40	0
