0	60	0
60	30	1
90	90	0
180	30	1
210	310	0
520	30	1
550	150	0
700	30	1
730	130	0
860	30	1
890	150	0
1040	30	1
1070	40	0
1110	30	1
1140	150	0
1290	30	1
1320	220	0
1540	30	1
1570	150	0
1720	30	1
1750	100	0
