0	150	0
150	30	1
180	90	0
270	30	1
300	100	0
400	30	1
430	150	0
580	30	1
610	130	0
740	30	1
770	150	0
920	30	1
950	220	0
1170	30	1
1200	150	0
1350	30	1
1380	190	0
1570	30	1
1600	120	0
1750	30	1
1780	70	0
