0	30	1
30	300	0
330	30	1
360	70	0
430	30	1
460	150	0
610	30	1
640	130	0
770	30	1
800	150	0
950	30	1
980	220	0
1200	30	1
1230	150	0
1380	30	1
1410	220	0
1630	30	1
1660	150	0
1810	30	1
1840	10	0
