0	90	0
90	30	1
120	90	0
210	30	1
240	130	0
370	30	1
400	150	0
550	30	1
580	310	0
890	30	1
920	150	0
1070	30	1
1100	130	0
1230	30	1
1260	150	0
1410	30	1
1440	70	0
1510	30	1
1540	150	0
1690	30	1
1720	130	0
